account_balance,atr_value,risk_pct,sl_atr_multiplier,lots,effective_atr,sl_distance,realised_risk_usd,realised_risk_pct,budget_usd,over_budget
10000.0,0.001,0.05,1.0,0.1,0.1,0.1,1.0,0.0001,500.0,False
10000.0,0.001,0.05,1.5,0.1,0.1,0.15000000000000002,1.5000000000000002,0.00015000000000000001,500.0,False
10000.0,0.001,0.05,3.0,0.1,0.1,0.30000000000000004,3.0000000000000004,0.00030000000000000003,500.0,False
10000.0,0.001,0.05,10.0,0.1,0.1,1.0,10.0,0.001,500.0,False
10000.0,0.05,0.005,1.0,0.1,0.1,0.1,1.0,0.0001,50.0,False
10000.0,0.05,0.005,1.5,0.1,0.1,0.15000000000000002,1.5000000000000002,0.00015000000000000001,50.0,False
10000.0,0.05,0.005,3.0,0.1,0.1,0.30000000000000004,3.0000000000000004,0.00030000000000000003,50.0,False
10000.0,0.05,0.005,10.0,0.1,0.1,1.0,10.0,0.001,50.0,False
10000.0,0.05,0.02,1.0,0.1,0.1,0.1,1.0,0.0001,200.0,False
10000.0,0.05,0.02,1.5,0.1,0.1,0.15000000000000002,1.5000000000000002,0.00015000000000000001,200.0,False
10000.0,0.05,0.02,3.0,0.1,0.1,0.30000000000000004,3.0000000000000004,0.00030000000000000003,200.0,False
10000.0,0.05,0.02,10.0,0.1,0.1,1.0,10.0,0.001,200.0,False
10000.0,0.05,0.05,1.0,0.1,0.1,0.1,1.0,0.0001,500.0,False
10000.0,0.05,0.05,1.5,0.1,0.1,0.15000000000000002,1.5000000000000002,0.00015000000000000001,500.0,False
10000.0,0.05,0.05,3.0,0.1,0.1,0.30000000000000004,3.0000000000000004,0.00030000000000000003,500.0,False
10000.0,0.05,0.05,10.0,0.1,0.1,1.0,10.0,0.001,500.0,False
10000.0,0.1,0.005,1.0,0.1,0.1,0.1,1.0,0.0001,50.0,False
10000.0,0.1,0.005,1.5,0.1,0.1,0.15000000000000002,1.5000000000000002,0.00015000000000000001,50.0,False
10000.0,0.1,0.005,3.0,0.1,0.1,0.30000000000000004,3.0000000000000004,0.00030000000000000003,50.0,False
10000.0,0.1,0.005,10.0,0.1,0.1,1.0,10.0,0.001,50.0,False
10000.0,0.1,0.02,1.0,0.1,0.1,0.1,1.0,0.0001,200.0,False
10000.0,0.1,0.02,1.5,0.1,0.1,0.15000000000000002,1.5000000000000002,0.00015000000000000001,200.0,False
10000.0,0.1,0.02,3.0,0.1,0.1,0.30000000000000004,3.0000000000000004,0.00030000000000000003,200.0,False
10000.0,0.1,0.02,10.0,0.1,0.1,1.0,10.0,0.001,200.0,False
10000.0,0.1,0.05,1.0,0.1,0.1,0.1,1.0,0.0001,500.0,False
10000.0,0.1,0.05,1.5,0.1,0.1,0.15000000000000002,1.5000000000000002,0.00015000000000000001,500.0,False
10000.0,0.1,0.05,3.0,0.1,0.1,0.30000000000000004,3.0000000000000004,0.00030000000000000003,500.0,False
10000.0,0.1,0.05,10.0,0.1,0.1,1.0,10.0,0.001,500.0,False
10000.0,0.5,0.005,1.0,0.1,0.5,0.5,5.0,0.0005,50.0,False
10000.0,0.5,0.005,1.5,0.1,0.5,0.75,7.5,0.00075,50.0,False
10000.0,0.5,0.005,3.0,0.1,0.5,1.5,15.0,0.0015,50.0,False
10000.0,0.5,0.005,10.0,0.1,0.5,5.0,50.0,0.005,50.0,False
10000.0,0.5,0.02,1.0,0.1,0.5,0.5,5.0,0.0005,200.0,False
10000.0,0.5,0.02,1.5,0.1,0.5,0.75,7.5,0.00075,200.0,False
10000.0,0.5,0.02,3.0,0.1,0.5,1.5,15.0,0.0015,200.0,False
10000.0,0.5,0.02,10.0,0.1,0.5,5.0,50.0,0.005,200.0,False
10000.0,0.5,0.05,1.0,0.1,0.5,0.5,5.0,0.0005,500.0,False
10000.0,0.5,0.05,1.5,0.1,0.5,0.75,7.5,0.00075,500.0,False
10000.0,0.5,0.05,3.0,0.1,0.5,1.5,15.0,0.0015,500.0,False
10000.0,0.5,0.05,10.0,0.1,0.5,5.0,50.0,0.005,500.0,False
10000.0,5.0,0.005,1.0,0.1,5.0,5.0,50.0,0.005,50.0,False
10000.0,5.0,0.005,1.5,0.06,5.0,7.5,45.0,0.0045,50.0,False
10000.0,5.0,0.005,3.0,0.03,5.0,15.0,45.0,0.0045,50.0,False
10000.0,5.0,0.005,10.0,0.01,5.0,50.0,50.0,0.005,50.0,False
10000.0,5.0,0.02,1.0,0.1,5.0,5.0,50.0,0.005,200.0,False
10000.0,5.0,0.02,1.5,0.1,5.0,7.5,75.0,0.0075,200.0,False
10000.0,5.0,0.02,3.0,0.1,5.0,15.0,150.0,0.015,200.0,False
10000.0,5.0,0.02,10.0,0.04,5.0,50.0,200.0,0.02,200.0,False
10000.0,5.0,0.05,1.0,0.1,5.0,5.0,50.0,0.005,500.0,False
10000.0,5.0,0.05,1.5,0.1,5.0,7.5,75.0,0.0075,500.0,False
10000.0,5.0,0.05,3.0,0.1,5.0,15.0,150.0,0.015,500.0,False
10000.0,5.0,0.05,10.0,0.1,5.0,50.0,500.0,0.05,500.0,False
10000.0,14.0,0.005,1.0,0.03,14.0,14.0,42.0,0.0042,50.0,False
10000.0,14.0,0.005,1.5,0.02,14.0,21.0,42.0,0.0042,50.0,False
10000.0,14.0,0.005,3.0,0.01,14.0,42.0,42.0,0.0042,50.0,False
10000.0,14.0,0.005,10.0,0.01,14.0,140.0,140.0,0.014,50.0,True
10000.0,14.0,0.02,1.0,0.1,14.0,14.0,140.0,0.014,200.0,False
10000.0,14.0,0.02,1.5,0.09,14.0,21.0,189.0,0.0189,200.0,False
10000.0,14.0,0.02,3.0,0.04,14.0,42.0,168.0,0.0168,200.0,False
10000.0,14.0,0.02,10.0,0.01,14.0,140.0,140.0,0.014,200.0,False
10000.0,14.0,0.05,1.0,0.1,14.0,14.0,140.0,0.014,500.0,False
10000.0,14.0,0.05,1.5,0.1,14.0,21.0,210.0,0.021,500.0,False
10000.0,14.0,0.05,3.0,0.1,14.0,42.0,420.0,0.042,500.0,False
10000.0,14.0,0.05,10.0,0.03,14.0,140.0,420.0,0.042,500.0,False
10000.0,22.0,0.005,1.0,0.02,22.0,22.0,44.0,0.0044,50.0,False
10000.0,22.0,0.005,1.5,0.01,22.0,33.0,33.0,0.0033,50.0,False
10000.0,22.0,0.005,3.0,0.01,22.0,66.0,66.0,0.0066,50.0,True
10000.0,22.0,0.005,10.0,0.01,22.0,220.0,220.0,0.022,50.0,True
10000.0,22.0,0.02,1.0,0.09,22.0,22.0,198.0,0.0198,200.0,False
10000.0,22.0,0.02,1.5,0.06,22.0,33.0,198.0,0.0198,200.0,False
10000.0,22.0,0.02,3.0,0.03,22.0,66.0,198.0,0.0198,200.0,False
10000.0,22.0,0.02,10.0,0.01,22.0,220.0,220.0,0.022,200.0,True
10000.0,22.0,0.05,1.0,0.1,22.0,22.0,220.0,0.022,500.0,False
10000.0,22.0,0.05,1.5,0.1,22.0,33.0,330.0,0.033,500.0,False
10000.0,22.0,0.05,3.0,0.07,22.0,66.0,462.00000000000006,0.046200000000000005,500.0,False
10000.0,22.0,0.05,10.0,0.02,22.0,220.0,440.0,0.044,500.0,False
10000.0,60.0,0.005,1.0,0.01,60.0,60.0,60.0,0.006,50.0,True
10000.0,60.0,0.005,1.5,0.01,60.0,90.0,90.0,0.009,50.0,True
10000.0,60.0,0.005,3.0,0.01,60.0,180.0,180.0,0.018,50.0,True
10000.0,60.0,0.005,10.0,0.01,60.0,600.0,600.0,0.06,50.0,True
10000.0,60.0,0.02,1.0,0.03,60.0,60.0,180.0,0.018,200.0,False
10000.0,60.0,0.02,1.5,0.02,60.0,90.0,180.0,0.018,200.0,False
10000.0,60.0,0.02,3.0,0.01,60.0,180.0,180.0,0.018,200.0,False
10000.0,60.0,0.02,10.0,0.01,60.0,600.0,600.0,0.06,200.0,True
10000.0,60.0,0.05,1.0,0.08,60.0,60.0,480.0,0.048,500.0,False
10000.0,60.0,0.05,1.5,0.05,60.0,90.0,450.0,0.045,500.0,False
10000.0,60.0,0.05,3.0,0.02,60.0,180.0,360.0,0.036,500.0,False
10000.0,60.0,0.05,10.0,0.01,60.0,600.0,600.0,0.06,500.0,True
100000.0,0.001,0.005,1.0,0.1,0.1,0.1,1.0,1e-05,500.0,False
100000.0,0.001,0.005,1.5,0.1,0.1,0.15000000000000002,1.5000000000000002,1.5000000000000002e-05,500.0,False
100000.0,0.001,0.005,3.0,0.1,0.1,0.30000000000000004,3.0000000000000004,3.0000000000000004e-05,500.0,False
100000.0,0.001,0.005,10.0,0.1,0.1,1.0,10.0,0.0001,500.0,False
100000.0,0.001,0.02,1.0,0.1,0.1,0.1,1.0,1e-05,2000.0,False
100000.0,0.001,0.02,1.5,0.1,0.1,0.15000000000000002,1.5000000000000002,1.5000000000000002e-05,2000.0,False
100000.0,0.001,0.02,3.0,0.1,0.1,0.30000000000000004,3.0000000000000004,3.0000000000000004e-05,2000.0,False
100000.0,0.001,0.02,10.0,0.1,0.1,1.0,10.0,0.0001,2000.0,False
100000.0,0.001,0.05,1.0,0.1,0.1,0.1,1.0,1e-05,5000.0,False
100000.0,0.001,0.05,1.5,0.1,0.1,0.15000000000000002,1.5000000000000002,1.5000000000000002e-05,5000.0,False
100000.0,0.001,0.05,3.0,0.1,0.1,0.30000000000000004,3.0000000000000004,3.0000000000000004e-05,5000.0,False
100000.0,0.001,0.05,10.0,0.1,0.1,1.0,10.0,0.0001,5000.0,False
100000.0,0.05,0.005,1.0,0.1,0.1,0.1,1.0,1e-05,500.0,False
100000.0,0.05,0.005,1.5,0.1,0.1,0.15000000000000002,1.5000000000000002,1.5000000000000002e-05,500.0,False
100000.0,0.05,0.005,3.0,0.1,0.1,0.30000000000000004,3.0000000000000004,3.0000000000000004e-05,500.0,False
100000.0,0.05,0.005,10.0,0.1,0.1,1.0,10.0,0.0001,500.0,False
100000.0,0.05,0.02,1.0,0.1,0.1,0.1,1.0,1e-05,2000.0,False
100000.0,0.05,0.02,1.5,0.1,0.1,0.15000000000000002,1.5000000000000002,1.5000000000000002e-05,2000.0,False
100000.0,0.05,0.02,3.0,0.1,0.1,0.30000000000000004,3.0000000000000004,3.0000000000000004e-05,2000.0,False
100000.0,0.05,0.02,10.0,0.1,0.1,1.0,10.0,0.0001,2000.0,False
100000.0,0.05,0.05,1.0,0.1,0.1,0.1,1.0,1e-05,5000.0,False
100000.0,0.05,0.05,1.5,0.1,0.1,0.15000000000000002,1.5000000000000002,1.5000000000000002e-05,5000.0,False
100000.0,0.05,0.05,3.0,0.1,0.1,0.30000000000000004,3.0000000000000004,3.0000000000000004e-05,5000.0,False
100000.0,0.05,0.05,10.0,0.1,0.1,1.0,10.0,0.0001,5000.0,False
100000.0,0.1,0.005,1.0,0.1,0.1,0.1,1.0,1e-05,500.0,False
100000.0,0.1,0.005,1.5,0.1,0.1,0.15000000000000002,1.5000000000000002,1.5000000000000002e-05,500.0,False
100000.0,0.1,0.005,3.0,0.1,0.1,0.30000000000000004,3.0000000000000004,3.0000000000000004e-05,500.0,False
100000.0,0.1,0.005,10.0,0.1,0.1,1.0,10.0,0.0001,500.0,False
100000.0,0.1,0.02,1.0,0.1,0.1,0.1,1.0,1e-05,2000.0,False
100000.0,0.1,0.02,1.5,0.1,0.1,0.15000000000000002,1.5000000000000002,1.5000000000000002e-05,2000.0,False
100000.0,0.1,0.02,3.0,0.1,0.1,0.30000000000000004,3.0000000000000004,3.0000000000000004e-05,2000.0,False
100000.0,0.1,0.02,10.0,0.1,0.1,1.0,10.0,0.0001,2000.0,False
100000.0,0.1,0.05,1.0,0.1,0.1,0.1,1.0,1e-05,5000.0,False
100000.0,0.1,0.05,1.5,0.1,0.1,0.15000000000000002,1.5000000000000002,1.5000000000000002e-05,5000.0,False
100000.0,0.1,0.05,3.0,0.1,0.1,0.30000000000000004,3.0000000000000004,3.0000000000000004e-05,5000.0,False
100000.0,0.1,0.05,10.0,0.1,0.1,1.0,10.0,0.0001,5000.0,False
100000.0,0.5,0.005,1.0,0.1,0.5,0.5,5.0,5e-05,500.0,False
100000.0,0.5,0.005,1.5,0.1,0.5,0.75,7.5,7.5e-05,500.0,False
100000.0,0.5,0.005,3.0,0.1,0.5,1.5,15.0,0.00015,500.0,False
100000.0,0.5,0.005,10.0,0.1,0.5,5.0,50.0,0.0005,500.0,False
100000.0,0.5,0.02,1.0,0.1,0.5,0.5,5.0,5e-05,2000.0,False
100000.0,0.5,0.02,1.5,0.1,0.5,0.75,7.5,7.5e-05,2000.0,False
100000.0,0.5,0.02,3.0,0.1,0.5,1.5,15.0,0.00015,2000.0,False
100000.0,0.5,0.02,10.0,0.1,0.5,5.0,50.0,0.0005,2000.0,False
100000.0,0.5,0.05,1.0,0.1,0.5,0.5,5.0,5e-05,5000.0,False
100000.0,0.5,0.05,1.5,0.1,0.5,0.75,7.5,7.5e-05,5000.0,False
100000.0,0.5,0.05,3.0,0.1,0.5,1.5,15.0,0.00015,5000.0,False
100000.0,0.5,0.05,10.0,0.1,0.5,5.0,50.0,0.0005,5000.0,False
100000.0,5.0,0.005,1.0,0.1,5.0,5.0,50.0,0.0005,500.0,False
100000.0,5.0,0.005,1.5,0.1,5.0,7.5,75.0,0.00075,500.0,False
100000.0,5.0,0.005,3.0,0.1,5.0,15.0,150.0,0.0015,500.0,False
100000.0,5.0,0.005,10.0,0.1,5.0,50.0,500.0,0.005,500.0,False
100000.0,5.0,0.02,1.0,0.1,5.0,5.0,50.0,0.0005,2000.0,False
100000.0,5.0,0.02,1.5,0.1,5.0,7.5,75.0,0.00075,2000.0,False
100000.0,5.0,0.02,3.0,0.1,5.0,15.0,150.0,0.0015,2000.0,False
100000.0,5.0,0.02,10.0,0.1,5.0,50.0,500.0,0.005,2000.0,False
100000.0,5.0,0.05,1.0,0.1,5.0,5.0,50.0,0.0005,5000.0,False
100000.0,5.0,0.05,1.5,0.1,5.0,7.5,75.0,0.00075,5000.0,False
100000.0,5.0,0.05,3.0,0.1,5.0,15.0,150.0,0.0015,5000.0,False
100000.0,5.0,0.05,10.0,0.1,5.0,50.0,500.0,0.005,5000.0,False
100000.0,14.0,0.005,1.0,0.1,14.0,14.0,140.0,0.0014,500.0,False
100000.0,14.0,0.005,1.5,0.1,14.0,21.0,210.0,0.0021,500.0,False
100000.0,14.0,0.005,3.0,0.1,14.0,42.0,420.0,0.0042,500.0,False
100000.0,14.0,0.005,10.0,0.03,14.0,140.0,420.0,0.0042,500.0,False
100000.0,14.0,0.02,1.0,0.1,14.0,14.0,140.0,0.0014,2000.0,False
100000.0,14.0,0.02,1.5,0.1,14.0,21.0,210.0,0.0021,2000.0,False
100000.0,14.0,0.02,3.0,0.1,14.0,42.0,420.0,0.0042,2000.0,False
100000.0,14.0,0.02,10.0,0.1,14.0,140.0,1400.0,0.014,2000.0,False
100000.0,14.0,0.05,1.0,0.1,14.0,14.0,140.0,0.0014,5000.0,False
100000.0,14.0,0.05,1.5,0.1,14.0,21.0,210.0,0.0021,5000.0,False
100000.0,14.0,0.05,3.0,0.1,14.0,42.0,420.0,0.0042,5000.0,False
100000.0,14.0,0.05,10.0,0.1,14.0,140.0,1400.0,0.014,5000.0,False
100000.0,22.0,0.005,1.0,0.1,22.0,22.0,220.0,0.0022,500.0,False
100000.0,22.0,0.005,1.5,0.1,22.0,33.0,330.0,0.0033,500.0,False
100000.0,22.0,0.005,3.0,0.07,22.0,66.0,462.00000000000006,0.004620000000000001,500.0,False
100000.0,22.0,0.005,10.0,0.02,22.0,220.0,440.0,0.0044,500.0,False
100000.0,22.0,0.02,1.0,0.1,22.0,22.0,220.0,0.0022,2000.0,False
100000.0,22.0,0.02,1.5,0.1,22.0,33.0,330.0,0.0033,2000.0,False
100000.0,22.0,0.02,3.0,0.1,22.0,66.0,660.0,0.0066,2000.0,False
100000.0,22.0,0.02,10.0,0.09,22.0,220.0,1980.0,0.0198,2000.0,False
100000.0,22.0,0.05,1.0,0.1,22.0,22.0,220.0,0.0022,5000.0,False
100000.0,22.0,0.05,1.5,0.1,22.0,33.0,330.0,0.0033,5000.0,False
100000.0,22.0,0.05,3.0,0.1,22.0,66.0,660.0,0.0066,5000.0,False
100000.0,22.0,0.05,10.0,0.1,22.0,220.0,2200.0,0.022,5000.0,False
100000.0,60.0,0.005,1.0,0.08,60.0,60.0,480.0,0.0048,500.0,False
100000.0,60.0,0.005,1.5,0.05,60.0,90.0,450.0,0.0045,500.0,False
100000.0,60.0,0.005,3.0,0.02,60.0,180.0,360.0,0.0036,500.0,False
100000.0,60.0,0.005,10.0,0.01,60.0,600.0,600.0,0.006,500.0,True
100000.0,60.0,0.02,1.0,0.1,60.0,60.0,600.0,0.006,2000.0,False
100000.0,60.0,0.02,1.5,0.1,60.0,90.0,900.0,0.009,2000.0,False
100000.0,60.0,0.02,3.0,0.1,60.0,180.0,1800.0,0.018,2000.0,False
100000.0,60.0,0.02,10.0,0.03,60.0,600.0,1800.0,0.018,2000.0,False
100000.0,60.0,0.05,1.0,0.1,60.0,60.0,600.0,0.006,5000.0,False
100000.0,60.0,0.05,1.5,0.1,60.0,90.0,900.0,0.009,5000.0,False
100000.0,60.0,0.05,3.0,0.1,60.0,180.0,1800.0,0.018,5000.0,False
100000.0,60.0,0.05,10.0,0.08,60.0,600.0,4800.0,0.048,5000.0,False
